id,imdb_id,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,combine
10534,tt0118158,white squall,Ridley Scott,Jeff Bridges,Jason Marsden,Ethan Embry,Adventure Drama,Jeff Bridges Jason Marsden Ethan Embry Ridley Scott Adventure Drama
9095,tt0117002,mary reilly,Stephen Frears,Julia Roberts,Bronagh Gallagher,George Cole,Drama Horror Romance Thriller,Julia Roberts Bronagh Gallagher George Cole Stephen Frears Drama Horror Romance Thriller
12158,tt0114825,vampire in brooklyn,Wes Craven,John Witherspoon,W. Earl Brown,Allen Payne,Comedy Fantasy Horror Romance,John Witherspoon W. Earl Brown Allen Payne Wes Craven Comedy Fantasy Horror Romance
9208,tt0115759,broken arrow,John Woo,Delroy Lindo,Samantha Mathis,Bob Gunton,Action Crime Thriller,Delroy Lindo Samantha Mathis Bob Gunton John Woo Action Crime Thriller
37292,tt0042286,broken arrow,John Woo,Delroy Lindo,Samantha Mathis,Bob Gunton,Action Crime Thriller,Delroy Lindo Samantha Mathis Bob Gunton John Woo Action Crime Thriller
11062,tt0115907,city hall,Harold Becker,Al Pacino,Martin Landau,Bridget Fonda,Drama Thriller,Al Pacino Martin Landau Bridget Fonda Harold Becker Drama Thriller
13685,tt0115734,bottle rocket,Wes Anderson,Andrew Wilson,Darryl Cox,Lumi Cavazos,Comedy Crime Drama,Andrew Wilson Darryl Cox Lumi Cavazos Wes Anderson Comedy Crime Drama
2045,tt0118040,unforgettable,Denise Di Novi,Rosario Dawson,Katherine Heigl,Geoff Stults,Drama Thriller,Rosario Dawson Katherine Heigl Geoff Stults Denise Di Novi Drama Thriller
418437,tt3462710,unforgettable,Denise Di Novi,Rosario Dawson,Katherine Heigl,Geoff Stults,Drama Thriller,Rosario Dawson Katherine Heigl Geoff Stults Denise Di Novi Drama Thriller
9614,tt0116483,happy gilmore,Dennis Dugan,Adam Sandler,Kevin Nealon,Frances Bay,Comedy Sport,Adam Sandler Kevin Nealon Frances Bay Dennis Dugan Comedy Sport
688,tt0112579,the bridges of madison county,Clint Eastwood,Clint Eastwood,Meryl Streep,Debra Monk,Drama Romance,Clint Eastwood Meryl Streep Debra Monk Clint Eastwood Drama Romance
197,tt0112573,braveheart,Mel Gibson,Mhairi Calvey,Patrick McGoohan,James Robinson,Biography Drama History War,Mhairi Calvey Patrick McGoohan James Robinson Mel Gibson Biography Drama History War
103,tt0075314,taxi driver,Martin Scorsese,Robert De Niro,Albert Brooks,Peter Boyle,Crime Drama,Robert De Niro Albert Brooks Peter Boyle Martin Scorsese Crime Drama
33542,tt0113326,rumble in the bronx,Stanley Tong,Françoise Yip,Anita Mui,Garvin Cross,Action Comedy,Françoise Yip Anita Mui Garvin Cross Stanley Tong Action Comedy
11066,tt0103859,boomerang,Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,Comedy Drama Romance,John Witherspoon Eartha Kitt Geoffrey Holder Reginald Hudlin Comedy Drama Romance
2074,tt0116324,flirting with disaster,David O. Russell,Lily Tomlin,Mary Tyler Moore,David Patrick Kelly,Comedy,Lily Tomlin Mary Tyler Moore David Patrick Kelly David O. Russell Comedy
11863,tt0113451,jade,William Friedkin,Michael Biehn,Chazz Palminteri,Linda Fiorentino,Crime Drama Thriller,Michael Biehn Chazz Palminteri Linda Fiorentino William Friedkin Crime Drama Thriller
5757,tt0113756,man of the year,Barry Levinson,Robin Williams,Tina Fey,Amy Poehler,Comedy Drama Romance Thriller,Robin Williams Tina Fey Amy Poehler Barry Levinson Comedy Drama Romance Thriller
9895,tt0483726,man of the year,Barry Levinson,Robin Williams,Tina Fey,Amy Poehler,Comedy Drama Romance Thriller,Robin Williams Tina Fey Amy Poehler Barry Levinson Comedy Drama Romance Thriller
9302,tt0118055,up close & personal,Jon Avnet,Joe Mantegna,Stockard Channing,Raymond Cruz,Drama Romance,Joe Mantegna Stockard Channing Raymond Cruz Jon Avnet Drama Romance
16388,tt0112585,the brothers mcmullen,Edward Burns,Shari Albert,Michael McGlone,Maxine Bahns,Comedy Drama Romance,Shari Albert Michael McGlone Maxine Bahns Edward Burns Comedy Drama Romance
9737,tt0112442,bad boys,Michael Bay,Will Smith,Tchéky Karyo,Theresa Randle,Action Comedy Crime Drama Thriller,Will Smith Tchéky Karyo Theresa Randle Michael Bay Action Comedy Crime Drama Thriller
13633,tt0085210,bad boys,Michael Bay,Will Smith,Tchéky Karyo,Theresa Randle,Action Comedy Crime Drama Thriller,Will Smith Tchéky Karyo Theresa Randle Michael Bay Action Comedy Crime Drama Thriller
20164,tt0323551,bad boys,Michael Bay,Will Smith,Tchéky Karyo,Theresa Randle,Action Comedy Crime Drama Thriller,Will Smith Tchéky Karyo Theresa Randle Michael Bay Action Comedy Crime Drama Thriller
265330,tt3682160,bad boys,Michael Bay,Will Smith,Tchéky Karyo,Theresa Randle,Action Comedy Crime Drama Thriller,Will Smith Tchéky Karyo Theresa Randle Michael Bay Action Comedy Crime Drama Thriller
568,tt0112384,apollo 13,Ron Howard,Tom Hanks,Miko Hughes,Kathleen Quinlan,Adventure Drama History,Tom Hanks Miko Hughes Kathleen Quinlan Ron Howard Adventure Drama History
11780,tt0114287,rob roy,Michael Caton-Jones,Liam Neeson,Jason Flemyng,Eric Stoltz,Adventure Biography,Liam Neeson Jason Flemyng Eric Stoltz Michael Caton-Jones Adventure Biography
414,tt0112462,batman forever,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action Adventure Fantasy,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
8839,tt0112642,casper,Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,Comedy Family Fantasy,Eric Idle Fred Rogers Cathy Moriarty Brad Silberling Comedy Family Fantasy
10329,tt0112715,congo,Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,Action Adventure Mystery Sci-Fi,Dylan Walsh Joe Don Baker Grant Heslov Frank Marshall Action Adventure Mystery Sci-Fi
8963,tt0112740,crimson tide,Tony Scott,Denzel Washington,Viggo Mortensen,Ricky Schroder,Action Drama Thriller War,Denzel Washington Viggo Mortensen Ricky Schroder Tony Scott Action Drama Thriller War
8068,tt0112851,desperado,Robert Rodriguez,Quentin Tarantino,Steve Buscemi,Salma Hayek,Action Crime Thriller,Quentin Tarantino Steve Buscemi Salma Hayek Robert Rodriguez Action Crime Thriller
6520,tt0113071,first knight,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,Action Adventure Romance Thriller,Julia Ormond Ben Cross John Gielgud Jerry Zucker Action Adventure Romance Thriller
10428,tt0113243,hackers,Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,Comedy Crime Drama Thriller,Angelina Jolie Pitt Fisher Stevens Lorraine Bracco Iain Softley Comedy Crime Drama Thriller
9344,tt0113540,kids,Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,Drama,Rosario Dawson Leo Fitzpatrick Justin Pierce Larry Clark Drama
2293,tt0113749,mallrats,Kevin Smith,Ethan Suplee,Jason Mewes,Joey Lauren Adams,Comedy Romance,Ethan Suplee Jason Mewes Joey Lauren Adams Kevin Smith Comedy Romance
1642,tt0113957,the net,Irwin Winkler,Ken Howard,Jeremy Northam,Ray McKinnon,Action Crime Drama Mystery Thriller,Ken Howard Jeremy Northam Ray McKinnon Irwin Winkler Action Crime Drama Mystery Thriller
77786,tt0434231,the net,Irwin Winkler,Ken Howard,Jeremy Northam,Ray McKinnon,Action Crime Drama Mystery Thriller,Ken Howard Jeremy Northam Ray McKinnon Irwin Winkler Action Crime Drama Mystery Thriller
11980,tt0114194,the prophecy,Gregory Widen,Viggo Mortensen,Adam Goldberg,Virginia Madsen,Action Fantasy Horror Mystery Thriller,Viggo Mortensen Adam Goldberg Virginia Madsen Gregory Widen Action Fantasy Horror Mystery Thriller
32646,tt0114323,safe,Boaz Yakin,Jason Statham,Reggie Lee,Robert John Burke,Action Crime Thriller,Jason Statham Reggie Lee Robert John Burke Boaz Yakin Action Crime Thriller
72387,tt1656190,safe,Boaz Yakin,Jason Statham,Reggie Lee,Robert John Burke,Action Crime Thriller,Jason Statham Reggie Lee Robert John Burke Boaz Yakin Action Crime Thriller
10533,tt0114345,the scarlet letter,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,Drama Romance,Gary Oldman Robert Duvall Demi Moore Roland Joffé Drama Romance
85638,tt0017350,the scarlet letter,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,Drama Romance,Gary Oldman Robert Duvall Demi Moore Roland Joffé Drama Romance
284694,tt0078683,the scarlet letter,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,Drama Romance,Gary Oldman Robert Duvall Demi Moore Roland Joffé Drama Romance
42461,tt0069228,the scarlet letter,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,Drama Romance,Gary Oldman Robert Duvall Demi Moore Roland Joffé Drama Romance
10802,tt0114436,showgirls,Paul Verhoeven,Bobbie Phillips,Elizabeth Berkley,Robert Davi,Drama,Bobbie Phillips Elizabeth Berkley Robert Davi Paul Verhoeven Drama
9348,tt0114508,species,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Action Horror Sci-Fi Thriller,Natasha Henstridge Marg Helgenberger Jordan Lund Roger Donaldson Action Horror Sci-Fi Thriller
3512,tt0114781,under siege 2: dark territory,Geoff Murphy,Peter Greene,Brenda Bakke,Patrick Kilpatrick,Action Thriller,Peter Greene Brenda Bakke Patrick Kilpatrick Geoff Murphy Action Thriller
9804,tt0114898,waterworld,Kevin Reynolds,Jeanne Tripplehorn,Rick Aviles,Zakes Mokae,Action Adventure Sci-Fi Thriller,Jeanne Tripplehorn Rick Aviles Zakes Mokae Kevin Reynolds Action Adventure Sci-Fi Thriller
76,tt0112471,before sunrise,Richard Linklater,Hanno Pöschl,Hans Weingartner,Dominik Castell,Drama Romance,Hanno Pöschl Hans Weingartner Dominik Castell Richard Linklater Drama Romance
6715,tt0112757,the cure,Kiyoshi Kurosawa,Kôji Yakusho,Anna Nakagawa,Denden,Crime Horror Mystery Thriller,Kôji Yakusho Anna Nakagawa Denden Kiyoshi Kurosawa Crime Horror Mystery Thriller
53420,tt0007832,the cure,Kiyoshi Kurosawa,Kôji Yakusho,Anna Nakagawa,Denden,Crime Horror Mystery Thriller,Kôji Yakusho Anna Nakagawa Denden Kiyoshi Kurosawa Crime Horror Mystery Thriller
2292,tt0109445,clerks,Kevin Smith,Jason Mewes,Brian O'Halloran,Jeff Anderson,Comedy,Jason Mewes Brian O'Halloran Jeff Anderson Kevin Smith Comedy
1909,tt0112883,don juan demarco,Jeremy Leven,Johnny Depp,Marlon Brando,Faye Dunaway,Comedy Drama Romance,Johnny Depp Marlon Brando Faye Dunaway Jeremy Leven Comedy Drama Romance
8984,tt0109635,disclosure,Barry Levinson,Demi Moore,Dylan Baker,Roma Maffia,Drama Thriller,Demi Moore Dylan Baker Roma Maffia Barry Levinson Drama Thriller
20156,tt0109759,exotica,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley,Drama Mystery Romance,Bruce Greenwood Mia Kirshner Sarah Polley Atom Egoyan Drama Mystery Romance
522,tt0109707,ed wood,Tim Burton,Johnny Depp,Bill Murray,Martin Landau,Biography Comedy Drama,Johnny Depp Bill Murray Martin Landau Tim Burton Biography Comedy Drama
14275,tt0110057,hoop dreams,Steve James,William Gates,Arthur Agee,Isiah Thomas,Documentary Drama Sport,William Gates Arthur Agee Isiah Thomas Steve James Documentary Drama Sport
1024,tt0110005,heavenly creatures,Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane,Biography Crime Drama Romance Thriller,Kate Winslet Jed Brophy Liz Mullane Peter Jackson Biography Crime Drama Romance Thriller
32631,tt0113360,the hunted,William Friedkin,Connie Nielsen,Jenna Boyd,Rex Linn,Action Crime Drama Thriller,Connie Nielsen Jenna Boyd Rex Linn William Friedkin Action Crime Drama Thriller
10632,tt0269347,the hunted,William Friedkin,Connie Nielsen,Jenna Boyd,Rex Linn,Action Crime Drama Thriller,Connie Nielsen Jenna Boyd Rex Linn William Friedkin Action Crime Drama Thriller
87729,tt0113463,jefferson in paris,James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,Biography Drama History Romance,Seth Gilliam Todd Boyce Nigel Whitmey James Ivory Biography Drama History Romance
18713,tt0110189,the jerky boys,James Melkonian,Vincent Pastore,William Hickey,Peter Appel,Comedy Crime,Vincent Pastore William Hickey Peter Appel James Melkonian Comedy Crime
6071,tt0113552,kiss of death,Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,Action Crime Thriller,Nicolas Cage Michael Rapaport Philip Baker Hall Barbet Schroeder Action Crime Thriller
21454,tt0039536,kiss of death,Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,Action Crime Thriller,Nicolas Cage Michael Rapaport Philip Baker Hall Barbet Schroeder Action Crime Thriller
9587,tt0110367,little women,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,Drama Family Romance,Christian Bale Kirsten Dunst Eric Stoltz Gillian Armstrong Drama Family Romance
39938,tt0024264,little women,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,Drama Family Romance,Christian Bale Kirsten Dunst Eric Stoltz Gillian Armstrong Drama Family Romance
43436,tt0041594,little women,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,Drama Family Romance,Christian Bale Kirsten Dunst Eric Stoltz Gillian Armstrong Drama Family Romance
4476,tt0110322,legends of the fall,Edward Zwick,Anthony Hopkins,Brad Pitt,Julia Ormond,Drama Romance War Western,Anthony Hopkins Brad Pitt Julia Ormond Edward Zwick Drama Romance War Western
40490,tt0113755,man of the house,Stephen Herek,Christina Milian,Vanessa Ferlito,Kelli Garner,Action Comedy,Christina Milian Vanessa Ferlito Kelli Garner Stephen Herek Action Comedy
13498,tt0331933,man of the house,Stephen Herek,Christina Milian,Vanessa Ferlito,Kelli Garner,Action Comedy,Christina Milian Vanessa Ferlito Kelli Garner Stephen Herek Action Comedy
6950,tt0114069,outbreak,Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,Action Drama Thriller,Kevin Spacey Morgan Freeman Rene Russo Wolfgang Petersen Action Drama Thriller
63020,tt0114113,the perez family,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Comedy Drama Romance,Anjelica Huston Chazz Palminteri Vincent Gallo Mira Nair Comedy Drama Romance
680,tt0110912,pulp fiction,Quentin Tarantino,Bruce Willis,Eric Stoltz,Phil LaMarr,Crime Drama,Bruce Willis Eric Stoltz Phil LaMarr Quentin Tarantino Crime Drama
40156,tt0110889,priest,Scott Stewart,Josh Wingate,Alan Dale,Jacob Hopkins,Action Fantasy Horror Sci-Fi Thriller,Josh Wingate Alan Dale Jacob Hopkins Scott Stewart Action Fantasy Horror Sci-Fi Thriller
38321,tt0822847,priest,Scott Stewart,Josh Wingate,Alan Dale,Jacob Hopkins,Action Fantasy Horror Sci-Fi Thriller,Josh Wingate Alan Dale Jacob Hopkins Scott Stewart Action Fantasy Horror Sci-Fi Thriller
12106,tt0114214,the quick and the dead,Sam Raimi,Leonardo DiCaprio,Pat Hingle,Roberts Blossom,Action Thriller Western,Leonardo DiCaprio Pat Hingle Roberts Blossom Sam Raimi Action Thriller Western
26939,tt0093811,the quick and the dead,Sam Raimi,Leonardo DiCaprio,Pat Hingle,Roberts Blossom,Action Thriller Western,Leonardo DiCaprio Pat Hingle Roberts Blossom Sam Raimi Action Thriller Western
2636,tt0111255,the specialist,Luis Llosa,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,Action Crime Drama Romance Thriller,Sylvester Stallone Rod Steiger Emilio Estefan Jr. Luis Llosa Action Crime Drama Romance Thriller
11395,tt0111070,the santa clause,John Pasquin,Judge Reinhold,Eric Lloyd,Peter Boyle,Comedy Drama Family Fantasy,Judge Reinhold Eric Lloyd Peter Boyle John Pasquin Comedy Drama Family Fantasy
278,tt0111161,the shawshank redemption,Frank Darabont,Morgan Freeman,Jeffrey DeMunn,Bob Gunton,Crime Drama,Morgan Freeman Jeffrey DeMunn Bob Gunton Frank Darabont Crime Drama
9067,tt0114614,tank girl,Rachel Talalay,Naomi Watts,Lori Petty,Jeff Kober,Action Comedy Sci-Fi,Naomi Watts Lori Petty Jeff Kober Rachel Talalay Action Comedy Sci-Fi
9059,tt0114608,tales from the crypt: demon knight,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Action Fantasy Horror Thriller,CCH Pounder Jada Pinkett Smith Gary Farmer Ernest R. Dickerson Action Fantasy Horror Thriller
193,tt0111280,star trek: generations,David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,Action Adventure Mystery Sci-Fi Thriller,LeVar Burton Alan Ruck Jonathan Frakes David Carson Action Adventure Mystery Sci-Fi Thriller
25066,tt0114609,tales from the hood,Rusty Cundieff,Corbin Bernsen,Clarence Williams III,David Alan Grier,Comedy Horror Thriller,Corbin Bernsen Clarence Williams III David Alan Grier Rusty Cundieff Comedy Horror Thriller
1587,tt0108550,what's eating gilbert grape,Lasse Hallström,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,Drama Romance,Johnny Depp Leonardo DiCaprio Kevin Tighe Lasse Hallström Drama Romance
9271,tt0114857,virtuosity,Brett Leonard,Denzel Washington,Costas Mandylor,Traci Lords,Action Crime Sci-Fi Thriller,Denzel Washington Costas Mandylor Traci Lords Brett Leonard Action Crime Sci-Fi Thriller
3049,tt0109040,ace ventura: pet detective,Tom Shadyac,Sean Young,Udo Kier,David Margulies,Comedy,Sean Young Udo Kier David Margulies Tom Shadyac Comedy
11382,tt0109348,bullets over broadway,Woody Allen,Jim Broadbent,Chazz Palminteri,Dianne Wiest,Comedy Crime,Jim Broadbent Chazz Palminteri Dianne Wiest Woody Allen Comedy Crime
9331,tt0109444,clear and present danger,Phillip Noyce,Harrison Ford,Dean Jones,Raymond Cruz,Action Crime Drama Thriller,Harrison Ford Dean Jones Raymond Cruz Phillip Noyce Action Crime Drama Thriller
